Orthogroup	Duplications (all)	Duplications (50% support)
OG0000713	8	7
OG0000714	4	4
OG0000715	6	6
OG0000716	13	13
OG0000717	4	4
OG0000718	3	3
OG0000719	4	4
OG0000720	4	2
OG0000721	4	4
OG0000722	3	3
OG0000723	3	2
OG0000724	6	6
OG0000725	2	2
OG0000726	7	7
OG0000727	5	4
OG0000728	2	2
OG0000729	6	6
OG0000730	4	2
OG0000731	3	3
OG0000732	4	2
OG0000733	3	3
OG0000734	4	4
OG0000735	5	2
OG0000736	5	3
OG0000737	11	11
OG0000738	3	3
OG0000739	4	3
OG0000740	2	2
OG0000741	4	3
OG0000742	4	1
OG0000743	3	3
OG0000744	8	4
OG0000745	4	4
OG0000746	7	7
OG0000747	10	10
OG0000748	4	3
OG0000749	6	2
OG0000750	5	5
OG0000751	3	2
OG0000752	4	4
OG0000753	5	1
OG0000754	12	12
OG0000755	3	3
OG0000756	4	3
OG0000757	13	13
OG0000758	4	3
OG0000759	5	5
OG0000760	4	3
OG0000761	4	2
OG0000762	9	9
OG0000763	3	3
OG0000764	4	4
OG0000765	4	4
OG0000766	5	4
OG0000767	13	13
OG0000768	13	13
OG0000769	13	13
OG0000770	2	2
OG0000771	3	3
OG0000772	3	3
OG0000773	5	5
OG0000774	13	13
OG0000775	13	13
OG0000776	13	13
OG0000777	13	13
OG0000778	5	4
OG0000779	4	4
OG0000780	3	3
OG0000781	13	13
OG0000782	3	3
OG0000783	6	1
OG0000784	6	5
OG0000785	5	4
OG0000786	5	5
OG0000787	13	13
OG0000788	13	13
OG0000789	6	5
OG0000790	4	4
OG0000791	5	5
OG0000792	11	11
OG0000793	5	1
OG0000794	12	12
OG0000795	1	1
OG0000796	4	2
OG0000797	3	3
OG0000798	12	12
OG0000799	5	5
OG0000800	12	12
OG0000801	4	4
OG0000802	2	0
OG0000803	5	5
OG0000804	4	4
OG0000805	4	4
OG0000806	3	3
OG0000807	4	3
OG0000808	4	3
OG0000809	12	12
OG0000810	4	4
OG0000811	6	4
OG0000812	5	5
OG0000813	7	5
OG0000814	5	3
OG0000815	4	2
OG0000816	12	12
OG0000817	2	2
OG0000818	11	11
OG0000819	4	4
OG0000820	6	6
OG0000821	5	5
OG0000822	3	3
OG0000823	4	3
OG0000824	5	5
OG0000825	2	2
OG0000826	12	12
OG0000827	12	12
OG0000828	12	12
OG0000829	12	12
OG0000830	4	4
OG0000831	5	5
OG0000832	4	3
OG0000833	3	3
OG0000834	5	1
OG0000835	3	3
OG0000836	3	3
OG0000837	4	3
OG0000838	6	6
OG0000839	4	2
OG0000840	2	2
OG0000841	1	1
OG0000842	3	3
OG0000843	5	4
OG0000844	5	5
OG0000845	4	4
OG0000846	4	4
OG0000847	12	12
OG0000848	5	5
OG0000849	6	6
OG0000850	1	1
OG0000851	4	3
OG0000852	2	2
OG0000853	3	3
OG0000854	5	3
OG0000855	4	4
OG0000856	9	7
OG0000857	5	2
OG0000858	12	12
OG0000859	7	7
OG0000860	4	3
OG0000861	4	4
OG0000862	4	1
OG0000863	4	4
OG0000864	4	4
OG0000865	3	3
OG0000866	4	4
OG0000867	8	8
OG0000868	3	2
OG0000869	4	4
OG0000870	4	3
OG0000871	4	3
OG0000872	10	10
OG0000873	5	2
OG0000874	6	6
OG0000875	4	4
OG0000876	4	2
OG0000877	3	2
OG0000878	4	4
OG0000879	3	3
OG0000880	2	2
OG0000881	3	3
OG0000882	10	10
OG0000883	4	4
OG0000884	3	3
OG0000885	5	5
OG0000886	2	2
OG0000887	4	4
OG0000888	2	2
OG0000889	5	5
OG0000890	5	2
OG0000891	2	2
OG0000892	4	2
OG0000893	3	3
OG0000894	2	1
OG0000895	5	5
OG0000896	5	4
OG0000897	2	2
OG0000898	3	2
OG0000899	3	2
OG0000900	3	2
OG0000901	4	3
OG0000902	5	5
OG0000903	2	0
OG0000904	2	2
OG0000905	3	3
OG0000906	3	3
OG0000907	12	12
OG0000908	12	12
OG0000909	3	3
OG0000910	6	6
OG0000911	12	12
OG0000912	4	4
OG0000913	12	12
OG0000914	11	11
OG0000915	12	12
OG0000916	2	2
OG0000917	12	12
OG0000918	7	7
OG0000919	4	4
OG0000920	6	5
OG0000921	5	5
OG0000922	10	10
OG0000923	4	4
OG0000924	5	5
OG0000925	6	5
OG0000926	4	4
OG0000927	4	3
OG0000928	8	8
OG0000929	4	4
OG0000930	4	3
OG0000931	2	2
OG0000932	3	1
OG0000933	2	2
OG0000934	3	3
OG0000935	3	3
OG0000936	12	12
OG0000937	12	12
OG0000938	12	12
OG0000939	12	12
OG0000940	12	12
OG0000941	12	12
OG0000942	12	12
OG0000943	12	12
OG0000944	12	12
OG0000945	12	12
OG0000946	3	3
OG0000947	4	4
OG0000948	3	3
OG0000949	3	3
OG0000950	3	3
OG0000951	2	2
OG0000952	3	3
OG0000953	3	3
OG0000954	4	3
OG0000955	3	3
OG0000956	5	1
OG0000957	3	3
OG0000958	2	2
OG0000959	5	1
OG0000960	5	1
OG0000961	3	3
OG0000962	3	2
OG0000963	4	3
OG0000964	3	3
OG0000965	5	4
OG0000966	3	3
OG0000967	4	4
OG0000968	4	4
OG0000969	12	12
OG0000970	12	12
OG0000971	12	12
OG0000972	12	12
OG0000973	12	12
OG0000974	12	12
OG0000975	12	12
OG0000976	12	12
OG0000977	2	2
OG0000978	10	10
OG0000979	3	2
OG0000980	4	4
OG0000981	11	11
OG0000982	2	2
OG0000983	1	1
OG0000984	3	3
OG0000985	3	3
OG0000986	7	3
OG0000987	3	3
OG0000988	11	11
OG0000989	7	7
OG0000990	3	3
OG0000991	5	5
OG0000992	6	6
OG0000993	7	7
OG0000994	3	3
OG0000995	7	3
OG0000996	4	2
OG0000997	5	5
OG0000998	3	3
OG0000999	8	8
OG0001000	11	11
OG0001001	2	2
OG0001002	10	10
OG0001003	3	3
OG0001004	5	1
OG0001005	5	5
OG0001006	3	3
OG0001007	3	3
OG0001008	3	2
OG0001009	5	5
OG0001010	3	3
OG0001011	7	6
OG0001012	11	11
OG0001013	3	2
OG0001014	4	1
OG0001015	5	5
OG0001016	3	3
OG0001017	4	1
OG0001018	5	4
OG0001019	2	2
OG0001020	3	1
OG0001021	11	11
OG0001022	9	9
OG0001023	3	2
OG0001024	4	0
OG0001025	4	4
OG0001026	4	4
OG0001027	4	4
OG0001028	4	2
OG0001029	2	2
OG0001030	4	3
OG0001031	8	8
OG0001032	4	4
OG0001033	2	2
OG0001034	5	1
OG0001035	5	2
OG0001036	2	0
OG0001037	4	4
OG0001038	3	3
OG0001039	5	5
OG0001040	5	5
OG0001041	7	5
OG0001042	3	3
OG0001043	3	2
OG0001044	5	5
OG0001045	3	1
OG0001046	3	3
OG0001047	5	4
OG0001048	3	3
OG0001049	11	11
OG0001050	11	11
OG0001051	5	5
OG0001052	3	3
OG0001053	7	6
OG0001054	4	2
OG0001055	3	3
OG0001056	5	1
OG0001057	1	1
OG0001058	2	2
OG0001059	2	2
OG0001060	3	2
OG0001061	3	2
OG0001062	4	4
OG0001063	2	2
OG0001064	4	4
OG0001065	2	2
OG0001066	4	2
OG0001067	3	1
OG0001068	3	2
OG0001069	3	3
OG0001070	3	1
OG0001071	3	3
OG0001072	3	3
OG0001073	3	3
OG0001074	3	3
OG0001075	2	1
OG0001076	2	2
OG0001077	10	10
OG0001078	3	3
OG0001079	4	2
OG0001080	3	3
OG0001081	3	3
OG0001082	4	1
OG0001083	2	2
OG0001084	2	2
OG0001085	6	6
OG0001086	2	2
OG0001087	3	3
OG0001088	2	2
OG0001089	2	2
OG0001090	4	4
OG0001091	4	1
OG0001092	3	2
OG0001093	5	3
OG0001094	3	3
OG0001095	1	1
OG0001096	4	4
OG0001097	5	1
OG0001098	4	4
OG0001099	2	2
OG0001100	3	3
OG0001101	6	1
OG0001102	4	4
OG0001103	4	1
OG0001104	3	2
OG0001105	3	3
OG0001106	2	2
OG0001107	4	3
OG0001108	9	9
OG0001109	5	5
OG0001110	11	11
OG0001111	10	10
OG0001112	5	5
OG0001113	6	6
OG0001114	2	2
OG0001115	2	2
OG0001116	3	3
OG0001117	11	11
OG0001118	2	2
OG0001119	11	11
OG0001120	4	1
OG0001121	2	2
OG0001122	11	11
OG0001123	5	5
OG0001124	11	11
OG0001125	7	7
OG0001126	3	3
OG0001127	11	11
OG0001128	11	11
OG0001129	3	2
OG0001130	3	3
OG0001131	2	2
OG0001132	2	2
OG0001133	3	3
OG0001134	2	2
OG0001135	3	3
OG0001136	10	10
OG0001137	4	1
OG0001138	4	3
OG0001139	5	0
OG0001140	4	4
OG0001141	4	4
OG0001142	3	3
OG0001143	3	2
OG0001144	6	6
OG0001145	4	1
OG0001146	4	3
OG0001147	11	11
OG0001148	11	11
OG0001149	11	11
OG0001150	11	11
OG0001151	11	11
OG0001152	11	11
OG0001153	11	11
OG0001154	3	3
OG0001155	11	11
OG0001156	11	11
OG0001157	2	2
OG0001158	11	11
OG0001159	4	4
OG0001160	11	11
OG0001161	11	11
OG0001162	2	2
OG0001163	2	2
OG0001164	11	11
OG0001165	3	3
OG0001166	11	11
OG0001167	2	2
OG0001168	4	3
OG0001169	4	4
OG0001170	4	3
OG0001171	4	1
OG0001172	4	1
OG0001173	2	2
OG0001174	2	2
OG0001175	2	2
OG0001176	2	2
OG0001177	3	3
OG0001178	2	2
OG0001179	2	2
OG0001180	5	1
OG0001181	2	2
OG0001182	4	4
OG0001183	3	3
OG0001184	2	2
OG0001185	2	2
OG0001186	2	2
OG0001187	2	2
OG0001188	2	2
OG0001189	2	2
OG0001190	2	2
OG0001191	3	3
OG0001192	2	2
OG0001193	2	2
OG0001194	2	2
OG0001195	3	3
OG0001196	4	1
OG0001197	2	2
OG0001198	2	2
OG0001199	2	2
OG0001200	2	2
OG0001201	2	2
OG0001202	2	2
OG0001203	5	5
OG0001204	2	2
OG0001205	3	2
OG0001206	3	3
OG0001207	2	2
OG0001208	2	2
OG0001209	2	2
OG0001210	2	2
OG0001211	2	2
OG0001212	2	2
OG0001213	2	2
OG0001214	3	3
OG0001215	2	2
OG0001216	2	2
OG0001217	2	2
OG0001218	2	2
OG0001219	2	2
OG0001220	2	2
OG0001221	2	2
OG0001222	2	2
OG0001223	2	2
OG0001224	2	2
OG0001225	2	2
OG0001226	2	2
OG0001227	2	2
OG0001228	2	2
OG0001229	2	2
OG0001230	2	2
OG0001231	2	2
OG0001232	2	2
OG0001233	2	2
OG0001234	2	2
OG0001235	2	2
OG0001236	2	2
OG0001237	2	2
OG0001238	2	2
OG0001239	2	2
OG0001240	2	2
OG0001241	2	2
OG0001242	4	4
OG0001243	2	2
OG0001244	2	2
OG0001245	2	2
OG0001246	2	2
OG0001247	2	2
OG0001248	2	2
OG0001249	2	2
OG0001250	2	2
OG0001251	4	4
OG0001252	3	3
OG0001253	2	2
OG0001254	3	3
OG0001255	2	2
OG0001256	2	2
OG0001257	2	2
OG0001258	2	2
OG0001259	2	2
OG0001260	2	2
OG0001261	2	2
OG0001262	2	2
OG0001263	2	2
OG0001264	2	2
OG0001265	2	2
OG0001266	2	2
OG0001267	3	3
OG0001268	4	4
OG0001269	5	3
OG0001270	3	3
OG0001271	4	4
OG0001272	3	3
OG0001273	3	3
OG0001274	5	2
OG0001275	3	3
OG0001276	11	11
OG0001277	11	11
OG0001278	11	11
OG0001279	11	11
OG0001280	11	11
OG0001281	1	1
OG0001282	2	2
OG0001283	2	2
OG0001284	4	1
OG0001285	4	4
OG0001286	2	2
OG0001287	4	4
OG0001288	3	3
OG0001289	10	10
OG0001290	3	3
OG0001291	9	9
OG0001292	2	1
OG0001293	10	10
OG0001294	6	6
OG0001295	3	3
OG0001296	2	1
OG0001297	10	10
OG0001298	1	1
OG0001299	4	3
OG0001300	8	8
OG0001301	2	2
OG0001302	5	5
OG0001303	2	2
OG0001304	5	5
OG0001305	3	3
OG0001306	3	1
OG0001307	4	3
OG0001308	9	9
OG0001309	4	4
OG0001310	2	2
OG0001311	3	2
OG0001312	4	4
OG0001313	5	4
OG0001314	10	10
OG0001315	4	4
OG0001316	3	0
OG0001317	4	2
OG0001318	3	3
OG0001319	10	10
OG0001320	5	5
OG0001321	3	1
OG0001322	2	2
OG0001323	9	9
OG0001324	10	10
OG0001325	2	2
OG0001326	2	2
OG0001327	4	4
OG0001328	5	5
OG0001329	3	3
OG0001330	9	9
OG0001331	9	9
OG0001332	4	4
OG0001333	3	3
OG0001334	2	1
OG0001335	2	2
OG0001336	2	0
OG0001337	5	3
OG0001338	2	1
OG0001339	3	3
OG0001340	3	3
OG0001341	3	2
OG0001342	3	2
OG0001343	2	1
OG0001344	2	2
OG0001345	10	10
OG0001346	3	3
OG0001347	2	2
OG0001348	3	3
OG0001349	3	3
OG0001350	10	10
OG0001351	4	4
OG0001352	5	4
OG0001353	3	3
OG0001354	3	2
OG0001355	9	9
OG0001356	3	3
OG0001357	3	3
OG0001358	3	1
OG0001359	2	2
OG0001360	10	10
OG0001361	3	2
OG0001362	6	4
OG0001363	8	8
OG0001364	10	10
OG0001365	3	2
OG0001366	4	4
OG0001367	3	3
OG0001368	3	3
OG0001369	4	4
OG0001370	4	3
OG0001371	2	2
OG0001372	3	3
OG0001373	3	3
OG0001374	4	4
OG0001375	4	3
OG0001376	4	3
OG0001377	10	10
OG0001378	3	3
OG0001379	2	2
OG0001380	2	2
OG0001381	3	2
OG0001382	2	2
OG0001383	2	2
OG0001384	2	2
OG0001385	4	2
OG0001386	2	2
OG0001387	3	3
OG0001388	2	2
OG0001389	4	4
OG0001390	2	1
OG0001391	3	3
OG0001392	2	1
OG0001393	4	4
OG0001394	10	10
